Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0263412	0	0	0	0
FBgn0263413	38	37	37	17
FBgn0263414	1	0	0	1
FBgn0263415	4	0	0	1
FBgn0263441	0	0	0	0
FBgn0263442	0	0	0	0
FBgn0263443	0	0	0	0
FBgn0263444	0	0	0	0
FBgn0263445	0	1	1	0
FBgn0263446	1	1	1	0
FBgn0263447	0	0	0	0
FBgn0034717	0	0	0	0
FBgn0013272	4130	2898	2898	1620
FBgn0016053	0	0	0	0
FBgn0034721	0	0	0	0
FBgn0034722	221	197	197	118
FBgn0025878	2	1	1	0
FBgn0034723	2	1	1	0
FBgn0034725	1	0	0	0
FBgn0053200	0	0	0	1
FBgn0034726	83	51	51	22
FBgn0022985	206	170	170	113
FBgn0034728	570	375	375	285
FBgn0034730	0	1	1	0
FBgn0034731	0	0	0	0
FBgn0034733	12	6	6	7
FBgn0034734	267	232	232	120
FBgn0034735	162	104	104	61
FBgn0034736	85	60	60	3
FBgn0034737	0	1	1	0
FBgn0003175	534	419	419	179
FBgn0034729	13	6	6	8
FBgn0034727	114	76	76	55
FBgn0022986	106	76	76	46
FBgn0022984	143	108	108	72
FBgn0034724	4	3	3	2
FBgn0034720	1	1	1	1
FBgn0017482	31	17	17	8
FBgn0034718	78	56	56	86
FBgn0034739	0	0	0	0
FBgn0034741	6	5	5	5
FBgn0034743	4136	2899	2899	2345
FBgn0034744	266	190	190	92
FBgn0053143	2	0	0	1
FBgn0026261	81	56	56	45
FBgn0034740	1	0	0	0
FBgn0034758	0	0	0	0
FBgn0034759	0	0	0	0
FBgn0034761	379	281	281	153
FBgn0050273	0	0	0	0
FBgn0050269	0	0	0	0
FBgn0034763	129	95	95	35
FBgn0034766	0	0	0	1
FBgn0034768	0	0	0	0
FBgn0034770	0	0	0	0
FBgn0050275	0	0	0	0
FBgn0050268	0	0	0	0
FBgn0034774	0	0	0	0
FBgn0050267	0	0	0	0
FBgn0034776	0	0	0	0
FBgn0011211	2309	1646	1646	1035
FBgn0050271	0	0	0	0
FBgn0050274	0	0	0	0
FBgn0050272	0	0	0	0
FBgn0050265	0	0	0	0
FBgn0034782	0	0	0	1
FBgn0034783	0	0	0	0
FBgn0034784	0	0	0	0
FBgn0034785	2	0	0	0
FBgn0010078	8195	5952	5952	2747
FBgn0004896	0	1	1	1
FBgn0034788	0	0	0	1
FBgn0034789	1	2	2	1
FBgn0034793	95	81	81	72
FBgn0034795	183	121	121	89
FBgn0034796	80	51	51	36
FBgn0034792	485	305	305	221
FBgn0034791	147	93	93	60
FBgn0001263	20	7	7	5
FBgn0034786	138	117	117	87
FBgn0000405	468	378	378	365
FBgn0028371	0	0	0	0
FBgn0034769	0	0	0	0
FBgn0050259	0	0	0	0
FBgn0005631	448	306	306	233
FBgn0020257	326	228	228	94
FBgn0050196	2	3	3	1
FBgn0034756	5	3	3	4
FBgn0034755	0	0	0	0
FBgn0050195	0	0	0	0
FBgn0034753	1534	1207	1207	932
FBgn0040091	378	251	251	68
FBgn0034750	147	106	106	71
FBgn0019949	76	70	70	52
FBgn0034748	90	69	69	58
FBgn0034745	7	8	8	7
FBgn0034742	191	129	129	91
FBgn0034797	24	21	21	15
FBgn0034803	62	52	52	29
FBgn0021979	394	285	285	155
FBgn0050202	0	0	0	0
FBgn0034816	11	5	5	4
FBgn0045483	0	0	0	0
FBgn0045482	0	0	0	0
FBgn0050192	0	0	0	0
FBgn0034827	0	0	0	0
FBgn0034829	0	0	0	0
FBgn0034828	0	1	1	0
FBgn0034826	0	0	0	0
FBgn0034825	0	0	0	0
FBgn0034824	0	0	0	0
FBgn0041236	0	0	0	0
FBgn0041235	0	0	0	0
FBgn0034822	0	1	1	0
FBgn0034821	0	0	0	0
FBgn0034819	0	0	0	0
FBgn0034817	126	83	83	36
FBgn0003062	464	343	343	169
FBgn0050201	0	0	0	0
FBgn0034814	56	39	39	29
FBgn0010622	42	37	37	24
FBgn0034808	0	0	0	0
FBgn0034807	0	0	0	0
FBgn0052833	0	0	0	0
FBgn0052834	0	0	0	0
FBgn0052835	0	0	0	0
FBgn0034804	14	4	4	2
FBgn0034802	2156	1476	1476	938
FBgn0034800	28	17	17	9
FBgn0010660	623	396	396	257
FBgn0050187	271	214	214	200
FBgn0034833	0	0	0	0
FBgn0034835	0	0	0	0
FBgn0034839	0	0	0	0
FBgn0034841	0	0	0	0
FBgn0034844	0	0	0	0
FBgn0034846	0	0	0	0
FBgn0050409	2	0	0	0
FBgn0050410	149	131	131	66
FBgn0034850	0	0	0	1
FBgn0034853	200	133	133	86
FBgn0041712	20	12	12	12
FBgn0034856	7	12	12	3
FBgn0034858	330	254	254	122
FBgn0050411	0	0	0	0
FBgn0034867	0	0	0	0
FBgn0034866	0	0	0	0
FBgn0034865	0	0	0	0
FBgn0034863	0	0	0	0
FBgn0026384	0	0	0	0
FBgn0034861	0	0	0	0
FBgn0034860	0	0	0	0
FBgn0034859	116	82	82	56
FBgn0028497	403	287	287	160
FBgn0050414	14	10	10	7
FBgn0040660	459	342	342	155
FBgn0034854	596	438	438	277
FBgn0003977	425	300	300	166
FBgn0034849	45	33	33	34
FBgn0046253	0	1	1	0
FBgn0050413	2	0	0	1
FBgn0050417	0	0	0	0
FBgn0050416	0	0	0	0
FBgn0050412	0	0	0	0
FBgn0034842	0	0	0	0
FBgn0034840	0	0	0	0
FBgn0003009	1	0	0	0
FBgn0034838	0	0	0	0
FBgn0034837	1	3	3	0
FBgn0040063	0	0	0	0
FBgn0034834	0	0	0	0
FBgn0034869	0	0	0	0
FBgn0034870	1	1	1	0
FBgn0041234	1	0	0	1
FBgn0050185	71	58	58	48
FBgn0034877	319	215	215	162
FBgn0010501	51	48	48	39
FBgn0034880	3	5	5	2
FBgn0015277	152	111	111	44
FBgn0050184	12	0	0	4
FBgn0015903	165	127	127	74
FBgn0034882	0	0	0	0
FBgn0004795	0	0	0	0
FBgn0034887	8	7	7	4
FBgn0016762	59	41	41	33
FBgn0034893	64	40	40	20
FBgn0013548	195	162	162	51
FBgn0034897	0	1	1	0
FBgn0034899	0	0	0	0
FBgn0034900	0	0	0	0
FBgn0034901	0	0	0	0
FBgn0034902	76	63	63	46
FBgn0000562	403	266	266	145
FBgn0034898	4	2	2	1
FBgn0011297	110	68	68	55
FBgn0034894	156	81	81	50
FBgn0050183	75	45	45	41
FBgn0011296	0	0	0	0
FBgn0034885	13	16	16	25
FBgn0034884	0	0	0	0
FBgn0034883	0	0	0	0
FBgn0034879	145	117	117	36
FBgn0034878	305	211	211	133
FBgn0034876	187	119	119	59
FBgn0041233	0	0	0	0
FBgn0050181	1	0	0	0
FBgn0015372	87	52	52	35
FBgn0034871	0	0	0	0
FBgn0050177	1	0	0	0
FBgn0034907	0	1	1	0
FBgn0034908	125	78	78	57
FBgn0034911	2	1	1	0
FBgn0034914	811	555	555	369
FBgn0024234	337	285	285	187
FBgn0034919	47	36	36	13
FBgn0011236	559	401	401	219
FBgn0034920	0	1	1	0
FBgn0034924	3	3	3	1
FBgn0034928	2	0	0	0
FBgn0034931	0	0	0	0
FBgn0023477	361	254	254	224
FBgn0001123	329	195	195	162
FBgn0034936	157	116	116	81
FBgn0034937	7	5	5	3
FBgn0034939	142	114	114	59
FBgn0034943	0	0	0	0
FBgn0020764	229	165	165	64
FBgn0003008	42	31	31	19
FBgn0034946	182	111	111	63
FBgn0002791	85	74	74	80
FBgn0005612	191	164	164	81
FBgn0050178	1	1	1	1
FBgn0034950	10	12	12	27
FBgn0034957	1	0	0	0
FBgn0034959	82	69	69	39
FBgn0011695	4	4	4	1
FBgn0034961	77	38	38	22
FBgn0034962	169	114	114	96
FBgn0034964	586	336	336	212
FBgn0003353	32	26	26	24
FBgn0034966	13	10	10	7
FBgn0034968	7158	5401	5401	2455
FBgn0034971	473	358	358	235
FBgn0034970	385	271	271	99
FBgn0023170	2119	1442	1442	1716
FBgn0034965	20	15	15	14
FBgn0028552	66	36	36	37
FBgn0011726	2762	1783	1783	1718
FBgn0034963	41	25	25	35
FBgn0013764	267	172	172	89
FBgn0050172	1	0	0	0
FBgn0061198	106	63	63	38
FBgn0034958	230	167	167	117
FBgn0034956	10	5	5	11
FBgn0034951	107	61	61	50
FBgn0034948	264	174	174	159
FBgn0034945	51	20	20	27
FBgn0034942	0	0	0	0
FBgn0034940	46	45	45	26
FBgn0034938	34	36	36	41
FBgn0034935	0	1	1	1
FBgn0034933	92	53	53	30
FBgn0015268	32	20	20	18
FBgn0034925	89	70	70	41
FBgn0034923	99	87	87	45
FBgn0034921	95	78	78	30
FBgn0025334	0	0	0	0
FBgn0025336	149	102	102	74
FBgn0025352	635	463	463	222
FBgn0025335	246	152	152	77
FBgn0004581	7	7	7	1
FBgn0034918	62	37	37	26
FBgn0021895	517	322	322	305
FBgn0034915	262	176	176	95
FBgn0034913	144	100	100	86
FBgn0003401	53	43	43	25
FBgn0034910	0	0	0	0
FBgn0034909	2	1	1	1
FBgn0028411	102	69	69	62
FBgn0010278	1068	721	721	504
FBgn0034904	0	0	0	0
FBgn0034973	0	0	0	0
FBgn0034974	2	0	0	1
FBgn0034975	586	401	401	264
FBgn0041706	0	0	0	0
FBgn0021875	79	66	66	27
FBgn0015544	134	56	56	49
FBgn0034985	66	47	47	25
FBgn0026169	2	1	1	0
FBgn0034988	55	45	45	21
FBgn0034989	401	279	279	159
FBgn0050418	0	1	1	0
FBgn0034996	0	0	0	0
FBgn0005636	103	82	82	34
FBgn0034999	3	2	2	0
FBgn0003888	1319	995	995	689
FBgn0004101	102	64	64	50
FBgn0005638	2	2	2	0
FBgn0034998	0	0	0	0
FBgn0034994	0	0	0	0
FBgn0050419	1	1	1	0
FBgn0034986	71	68	68	40
FBgn0041582	212	142	142	106
FBgn0023081	438	302	302	202
FBgn0034972	0	0	0	0
FBgn0002787	422	253	253	191
FBgn0035005	0	0	0	0
FBgn0035007	0	0	0	0
FBgn0035008	0	0	0	0
FBgn0035009	0	0	0	0
FBgn0035010	0	0	0	0
FBgn0029501	0	0	0	0
FBgn0035014	0	0	0	0
FBgn0050169	54	40	40	29
FBgn0035020	102	81	81	25
FBgn0035022	0	0	0	0
FBgn0035023	402	263	263	164
FBgn0035024	282	196	196	127
FBgn0035025	104	68	68	65
FBgn0035027	97	84	84	40
FBgn0020521	2	0	0	1
FBgn0035031	3	2	2	1
FBgn0035033	145	96	96	69
FBgn0035034	0	1	1	0
FBgn0035035	118	84	84	32
FBgn0035039	99	52	52	59
FBgn0015040	0	0	0	0
FBgn0035042	0	0	0	0
FBgn0035044	33	29	29	21
FBgn0035046	145	96	96	53
FBgn0035047	62	37	37	41
FBgn0035049	534	424	424	297
FBgn0260456	194	166	166	75
FBgn0050161	0	0	0	1
FBgn0050163	0	0	0	1
FBgn0035043	0	0	0	0
FBgn0035041	1	0	0	2
FBgn0035040	0	0	0	1
FBgn0035036	75	65	65	34
FBgn0035032	535	368	368	189
FBgn0069913	3	1	1	2
FBgn0035026	143	100	100	73
FBgn0016687	519	412	412	222
FBgn0035019	1	0	0	0
FBgn0035016	533	350	350	245
FBgn0017556	0	0	0	0
FBgn0015300	0	0	0	0
FBgn0035012	0	0	0	0
FBgn0035011	0	0	0	0
FBgn0035006	0	0	0	0
FBgn0035004	0	0	0	0
FBgn0035003	0	0	0	0
FBgn0010414	0	0	0	0
FBgn0000037	4	3	3	1
FBgn0050421	443	313	313	198
FBgn0035056	0	0	0	0
FBgn0035057	0	2	2	0
FBgn0035059	85	81	81	29
FBgn0035063	55	44	44	33
FBgn0035065	89	56	56	33
FBgn0035069	0	0	0	0
FBgn0000157	0	0	0	0
FBgn0035070	0	0	0	0
FBgn0035077	0	0	0	0
FBgn0022343	287	185	185	132
FBgn0035085	202	151	151	17
FBgn0035086	6	13	13	9
FBgn0035088	175	124	124	82
FBgn0035091	107	71	71	70
FBgn0004055	345	257	257	182
FBgn0010435	27	21	21	12
FBgn0035090	0	0	0	1
FBgn0035089	1	1	1	3
FBgn0050424	4	1	1	2
FBgn0035087	1214	864	864	523
FBgn0027599	106	68	68	52
FBgn0035084	37	25	25	9
FBgn0035082	71	42	42	34
FBgn0043792	0	0	0	2
FBgn0060296	9	19	19	16
FBgn0035078	2	3	3	1
FBgn0035076	4	6	6	4
FBgn0035073	105	73	73	65
FBgn0023181	104	64	64	38
FBgn0028738	0	0	0	0
FBgn0015801	234	185	185	102
FBgn0041205	465	322	322	214
FBgn0035064	73	44	44	37
FBgn0025578	1	0	0	1
FBgn0035060	641	469	469	293
FBgn0027590	150	109	109	52
FBgn0040666	69	46	46	28
FBgn0035050	0	0	0	1
FBgn0035092	0	0	0	0
FBgn0050198	0	0	0	1
FBgn0050199	0	0	0	0
FBgn0050200	0	0	0	0
FBgn0050430	0	0	0	0
FBgn0001325	0	0	0	0
FBgn0050429	0	0	0	0
FBgn0050428	32	32	32	26
FBgn0035094	6	8	8	4
FBgn0004181	0	0	0	0
FBgn0011694	0	0	0	0
FBgn0004919	24	14	14	19
FBgn0001147	0	0	0	0
FBgn0052475	0	0	0	0
FBgn0002564	5	1	1	2
FBgn0020386	792	585	585	317
FBgn0035099	183	123	123	116
FBgn0035101	362	264	264	170
FBgn0035104	2	0	0	0
FBgn0027786	296	213	213	145
FBgn0035107	191	160	160	106
FBgn0024945	115	75	75	51
FBgn0035109	42	34	34	32
FBgn0035111	255	178	178	144
FBgn0035112	0	0	0	0
FBgn0053229	97	61	61	47
FBgn0052476	1	2	2	3
FBgn0035120	105	77	77	64
FBgn0035122	71	62	62	43
FBgn0027111	10	5	5	1
FBgn0029002	263	218	218	363
FBgn0035124	1	0	0	0
FBgn0004373	958	623	623	485
FBgn0052845	0	0	0	3
FBgn0035121	1692	1223	1223	791
FBgn0024806	416	271	271	199
FBgn0000541	1569	997	997	744
FBgn0035113	29	12	12	17
FBgn0035110	121	77	77	57
FBgn0027587	349	267	267	136
FBgn0025592	189	111	111	96
FBgn0035106	1002	654	654	402
FBgn0035103	1	1	1	0
FBgn0035102	1	5	5	2
FBgn0040688	1	0	0	0
FBgn0035097	7	4	4	6
FBgn0035134	1	2	2	1
FBgn0040291	0	0	0	0
FBgn0035137	325	212	212	120
FBgn0035140	39	31	31	10
FBgn0035142	5894	4080	4080	2376
FBgn0035143	2	1	1	3
FBgn0035145	480	368	368	238
FBgn0035147	5298	3714	3714	1031
FBgn0035150	565	371	371	452
FBgn0035149	491	353	353	214
FBgn0035148	251	181	181	156
FBgn0016715	65	52	52	7
FBgn0035146	62	43	43	34
FBgn0035144	66	50	50	32
FBgn0035141	118	92	92	41
FBgn0001316	3037	2055	2055	1393
FBgn0035139	0	0	0	1
FBgn0035138	1	1	1	0
FBgn0023000	104	66	66	80
FBgn0035132	440	308	308	148
FBgn0035131	8	5	5	9
FBgn0052343	114	82	82	41
FBgn0052344	375	254	254	160
FBgn0035155	30	21	21	13
FBgn0052480	3	1	1	1
FBgn0052481	4	0	0	1
FBgn0035165	929	659	659	654
FBgn0035167	11	15	15	5
FBgn0035168	8	4	4	0
FBgn0035169	84	60	60	52
FBgn0035171	5	0	0	1
FBgn0052479	1749	1279	1279	802
FBgn0035176	0	0	0	0
FBgn0028999	0	0	0	0
FBgn0035173	93	77	77	65
FBgn0035170	2	2	2	3
FBgn0035166	77	62	62	57
FBgn0035164	108	68	68	59
FBgn0035162	913	636	636	469
FBgn0035161	21	7	7	11
FBgn0052482	0	0	0	0
FBgn0035160	23	13	13	9
FBgn0035159	61	37	37	44
FBgn0025676	122	86	86	66
FBgn0035158	215	123	123	125
FBgn0035157	7	2	2	2
FBgn0052483	18	9	9	7
FBgn0035154	16	14	14	12
FBgn0035153	423	299	299	165
FBgn0035152	64	48	48	38
FBgn0035151	28	10	10	12
FBgn0035179	0	0	0	0
FBgn0035181	270	205	205	106
FBgn0035186	1	1	1	2
FBgn0040281	7	2	2	4
FBgn0004425	0	0	0	0
FBgn0004426	0	0	0	0
FBgn0004428	0	0	0	0
FBgn0004430	0	0	0	0
FBgn0004429	0	0	0	0
FBgn0004427	0	0	0	0
FBgn0035189	16	16	16	37
FBgn0063667	1	0	0	1
FBgn0004431	0	3	3	0
FBgn0035187	1	3	3	0
FBgn0025525	16	13	13	5
FBgn0004870	18	15	15	15
FBgn0024277	1436	993	993	842
FBgn0035192	0	0	0	1
FBgn0035196	1	0	0	0
FBgn0035199	0	0	0	0
FBgn0035203	140	105	105	93
FBgn0263448	0	0	0	0
FBgn0263449	0	0	0	0
FBgn0263451	0	0	0	0
FBgn0263452	1	1	1	1
FBgn0263453	0	0	0	0
FBgn0263454	0	0	0	0
FBgn0263455	0	0	0	0
FBgn0263456	2	0	0	0
FBgn0263457	5	5	5	6
FBgn0263458	0	0	0	0
FBgn0263459	0	0	0	0
FBgn0263460	0	0	0	0
FBgn0263461	0	0	0	0
FBgn0263462	0	1	1	0
FBgn0263463	0	0	0	0
FBgn0263464	0	0	0	0
FBgn0263465	0	0	0	1
FBgn0263466	0	0	0	0
FBgn0263467	0	1	1	0
FBgn0263468	0	0	0	0
FBgn0263469	1	0	0	0
FBgn0263470	4	4	4	3
FBgn0263471	0	0	0	0
FBgn0263472	0	0	0	0
FBgn0263473	0	0	0	0
FBgn0263474	0	0	0	0
FBgn0263475	0	0	0	0
FBgn0263476	0	0	0	0
FBgn0263477	2	3	3	2
FBgn0263478	0	0	0	0
FBgn0263479	0	0	0	0
FBgn0263480	0	0	0	0
FBgn0263481	0	0	0	0
FBgn0263482	0	0	0	0
FBgn0263483	0	0	0	0
FBgn0263484	0	0	0	0
FBgn0263485	2	2	2	1
FBgn0263486	0	0	0	0
FBgn0263487	0	0	0	1
FBgn0263488	0	0	0	0
FBgn0263489	0	2	2	0
FBgn0263490	368	269	269	188
FBgn0263492	7	4	4	5
FBgn0263493	0	0	0	0
FBgn0263494	0	0	0	0
FBgn0263495	1	1	1	0
FBgn0263496	0	0	0	0
FBgn0263497	0	0	0	0
FBgn0263498	0	0	0	0
FBgn0263499	0	0	0	0
FBgn0263500	0	0	0	0
FBgn0263501	0	0	0	0
FBgn0263502	1	0	0	0
FBgn0263503	0	0	0	0
FBgn0263504	43	38	38	30
FBgn0263505	3	0	0	2
FBgn0263506	0	0	0	0
FBgn0263507	40	19	19	44
FBgn0263509	0	0	0	0
FBgn0263510	329	243	243	99
FBgn0263511	0	1	1	0
FBgn0263512	0	0	0	0
FBgn0263581	0	0	0	1
FBgn0263582	4	3	3	3
FBgn0263583	0	0	0	0
FBgn0263584	0	0	0	0
FBgn0263585	0	0	0	0
FBgn0263586	0	0	0	0
FBgn0263587	0	0	0	0
FBgn0263588	0	0	0	0
FBgn0263589	0	0	0	0
FBgn0263590	0	0	0	0
FBgn0263593	608	392	392	180
FBgn0263594	2824	2071	2071	1737
FBgn0263595	0	0	0	0
FBgn0263596	0	0	0	0
FBgn0263597	1	0	0	0
FBgn0263598	804	553	553	436
FBgn0263599	1069	714	714	561
FBgn0263600	141	108	108	77
FBgn0263601	647	465	465	398
FBgn0263602	129	77	77	45
FBgn0263603	529	359	359	201
FBgn0263605	77	53	53	54
FBgn0263606	12	13	13	7
FBgn0263607	13	10	10	17
FBgn0263608	0	0	0	0
FBgn0263611	0	0	0	0
FBgn0263612	0	0	0	0
FBgn0263613	0	0	0	0
FBgn0263615	0	0	0	0
FBgn0263616	0	0	0	0
FBgn0263617	12	2	2	1
FBgn0263618	0	0	0	0
FBgn0263619	0	0	0	0
FBgn0263620	23	23	23	12
FBgn0263621	0	0	0	1
FBgn0263622	0	0	0	0
FBgn0263623	0	0	0	0
FBgn0263624	0	0	0	0
FBgn0263625	0	0	0	0
FBgn0263626	0	0	0	0
FBgn0263627	0	0	0	0
FBgn0263628	1	1	1	0
FBgn0263647	0	0	0	0
FBgn0263648	1	2	2	0
FBgn0263649	4	1	1	0
FBgn0263650	0	0	0	0
FBgn0263651	0	0	0	0
FBgn0263652	0	0	0	0
FBgn0263653	1	1	1	1
FBgn0263654	0	0	0	0
FBgn0263655	3	4	4	6
FBgn0263656	3	1	1	4
FBgn0263657	0	0	0	0
FBgn0263658	0	0	0	0
FBgn0263659	95	75	75	35
FBgn0263660	3	0	0	2
FBgn0263661	0	0	0	0
FBgn0263662	2	4	4	3
FBgn0263663	5	1	1	1
FBgn0263664	0	0	0	0
FBgn0263665	25	15	15	10
FBgn0263667	158	114	114	71
FBgn0263697	116	90	90	70
FBgn0263705	8	6	6	3
FBgn0263706	368	236	236	135
FBgn0263707	0	0	0	0
FBgn0263708	0	0	0	0
FBgn0263709	0	0	0	0
FBgn0263738	59	28	28	19
FBgn0263740	577	435	435	288
FBgn0263741	0	0	0	0
FBgn0263742	0	0	0	0
FBgn0263743	0	0	0	0
FBgn0263744	0	0	0	0
FBgn0263745	36	22	22	27
FBgn0263746	15	6	6	6
FBgn0263747	20	7	7	8
FBgn0263748	2	3	3	0
FBgn0263750	5	2	2	1
FBgn0263755	41	27	27	21
FBgn0263757	0	0	0	0
FBgn0263760	0	0	0	0
FBgn0263761	0	0	0	0
FBgn0263762	0	0	0	0
FBgn0263763	0	0	0	0
FBgn0263764	0	0	0	0
FBgn0263765	0	1	1	0
FBgn0263766	0	0	0	0
FBgn0263767	0	0	0	0
FBgn0263768	34	35	35	32
FBgn0263769	2	0	0	1
FBgn0263770	1	0	0	0
FBgn0263771	1	0	0	0
FBgn0263772	3	0	0	0
FBgn0263773	82	41	41	27
FBgn0263774	0	0	0	0
FBgn0263776	0	0	0	0
FBgn0263777	0	0	0	0
FBgn0263778	0	0	0	0
FBgn0263780	1	3	3	4
FBgn0263782	91	45	45	36
FBgn0263802	5	1	1	1
FBgn0263829	172	125	125	68
FBgn0263830	0	3	3	0
FBgn0263831	41	29	29	29
FBgn0263832	303	206	206	132
FBgn0263834	0	0	0	0
FBgn0263835	0	0	0	0
FBgn0263838	0	0	0	0
FBgn0263839	1	0	0	0
FBgn0263841	0	0	0	0
FBgn0263842	0	0	0	0
FBgn0263843	1	0	0	0
FBgn0263844	0	0	0	0
FBgn0263845	0	0	0	0
FBgn0263846	0	1	1	0
FBgn0263847	65	28	28	21
FBgn0263848	0	0	0	0
FBgn0263849	0	0	0	0
FBgn0263850	0	0	0	0
FBgn0263851	0	0	0	0
FBgn0263852	256	188	188	135
FBgn0263855	349	250	250	195
FBgn0263863	121	70	70	38
FBgn0263864	107	68	68	54
FBgn0263866	0	0	0	0
FBgn0263867	0	0	0	0
FBgn0263868	0	0	0	0
FBgn0263869	0	0	0	0
FBgn0263870	1	0	0	1
FBgn0263871	0	0	0	0
FBgn0263872	5	2	2	5
FBgn0263873	224	165	165	50
FBgn0263874	0	0	0	0
FBgn0263911	284	193	193	112
FBgn0263916	442	291	291	236
FBgn0263929	522	349	349	228
FBgn0263930	729	467	467	402
FBgn0263933	416	298	298	199
FBgn0263934	0	0	0	0
FBgn0263967	20	8	8	5
FBgn0263968	719	491	491	272
FBgn0263970	0	0	0	0
FBgn0263971	0	0	0	0
FBgn0263973	4	6	6	6
FBgn0263974	1	3	3	4
FBgn0263975	6	3	3	7
FBgn0263976	0	0	0	0
FBgn0263977	230	159	159	176
FBgn0263979	632	430	430	251
FBgn0263980	5	7	7	0
FBgn0263981	1	0	0	2
FBgn0263982	0	0	0	0
FBgn0263983	0	0	0	0
FBgn0263985	0	0	0	0
FBgn0263986	3	3	3	1
FBgn0263987	1157	793	793	754
FBgn0263988	1	2	2	1
FBgn0263992	0	0	0	0
FBgn0263993	566	441	441	259
FBgn0263994	0	0	0	0
FBgn0263995	164	142	142	52
FBgn0263996	0	0	0	0
FBgn0263997	0	0	0	0
FBgn0263998	620	420	420	243
FBgn0263999	0	0	0	0
FBgn0264000	0	0	0	0
FBgn0264001	7	18	18	6
FBgn0264002	1	1	1	0
FBgn0264005	0	0	0	0
FBgn0264006	23	13	13	15
FBgn0264075	278	166	166	124
FBgn0264077	9	6	6	5
FBgn0264078	153	143	143	80
FBgn0264081	0	0	0	0
FBgn0264083	0	0	0	0
FBgn0264084	0	0	0	0
FBgn0264085	0	0	0	0
FBgn0264086	0	1	1	0
FBgn0264087	1	0	0	0
FBgn0264089	1585	1105	1105	671
FBgn0264090	9	7	7	2
FBgn0264253	0	0	0	0
FBgn0264260	0	0	0	0
FBgn0264261	0	0	0	0
FBgn0264262	7	4	4	2
FBgn0264263	0	0	0	0
FBgn0264264	0	0	0	0
FBgn0264265	2	0	0	1
FBgn0264266	0	0	0	0
FBgn0264267	0	0	0	0
FBgn0264268	0	0	0	0
FBgn0264269	0	0	0	0
FBgn0264270	275	195	195	197
FBgn0264271	0	0	0	1
FBgn0264272	1	1	1	1
FBgn0264273	0	0	0	0
FBgn0264291	46	33	33	40
FBgn0264294	473	336	336	192
FBgn0264295	1	0	0	1
FBgn0264296	0	0	0	0
FBgn0264297	0	0	0	0
FBgn0264298	0	0	0	0
FBgn0264299	0	0	0	0
FBgn0264301	0	0	0	0
FBgn0264302	0	0	0	0
FBgn0264303	0	0	0	0
FBgn0264305	169	133	133	116
FBgn0264307	59	28	28	18
FBgn0264308	0	1	1	1
FBgn0264309	0	0	0	0
FBgn0264310	9	3	3	1
FBgn0264324	460	316	316	219
FBgn0264325	57	25	25	29
FBgn0264326	534	335	335	230
FBgn0264327	0	0	0	0
FBgn0264328	0	0	0	0
FBgn0264329	0	0	0	0
FBgn0264330	0	0	0	0
FBgn0264336	0	0	0	0
FBgn0264337	0	0	0	0
FBgn0264338	0	0	0	0
FBgn0264339	0	1	1	0
FBgn0264340	0	0	0	0
FBgn0264341	0	1	1	1
FBgn0264342	0	0	0	0
FBgn0264343	8	4	4	22
FBgn0264344	0	0	0	3
FBgn0264345	0	0	0	0
FBgn0264346	0	0	0	0
FBgn0264347	0	0	0	0
FBgn0264348	0	0	0	0
FBgn0264349	0	0	0	0
FBgn0264350	0	0	0	0
FBgn0264351	0	0	0	0
FBgn0264352	1	0	0	0
FBgn0264353	0	0	0	0
FBgn0264357	666	464	464	289
FBgn0264358	0	0	0	0
FBgn0264359	0	0	0	0
FBgn0264360	0	0	0	0
FBgn0264361	0	0	0	0
FBgn0264362	1	1	1	0
FBgn0264363	0	0	0	0
FBgn0264364	0	0	0	0
FBgn0264365	0	0	0	0
FBgn0264366	0	2	2	0
FBgn0264367	0	0	0	0
FBgn0264368	0	0	0	1
FBgn0264369	0	0	0	0
FBgn0264370	0	0	0	0
FBgn0264371	0	0	0	0
FBgn0264372	0	0	0	0
FBgn0264373	0	0	0	0
FBgn0264374	0	0	0	0
FBgn0264375	0	0	0	0
FBgn0264376	0	0	0	0
FBgn0264377	0	0	0	0
FBgn0264378	0	0	0	0
FBgn0264379	0	0	0	0
FBgn0264380	1	0	0	0
FBgn0264381	0	0	0	0
FBgn0264382	0	0	0	0
FBgn0264383	3	1	1	0
FBgn0264384	0	0	0	0
FBgn0264385	0	0	0	0
FBgn0264386	1	2	2	2
FBgn0264389	136	85	85	70
FBgn0264390	0	0	0	0
FBgn0264391	0	0	0	0
FBgn0264392	0	0	0	0
FBgn0264393	0	0	0	0
FBgn0264394	0	0	0	0
FBgn0264395	0	0	0	0
FBgn0264426	1	2	2	1
FBgn0264427	3	1	1	1
FBgn0264428	0	0	0	0
FBgn0264429	0	0	0	0
FBgn0264430	0	0	0	0
FBgn0264431	1	4	4	0
FBgn0264432	0	0	0	0
FBgn0264433	0	0	0	0
FBgn0264434	0	0	0	0
FBgn0264435	0	0	0	0
FBgn0264436	0	0	0	0
FBgn0264437	14	9	9	76
FBgn0264438	0	0	0	0
FBgn0264439	19	11	11	15
FBgn0264440	0	0	0	0
FBgn0264441	0	0	0	0
FBgn0264442	10	4	4	1
FBgn0264443	0	0	0	0
FBgn0264444	0	1	1	0
FBgn0264445	0	0	0	0
